2,1,2,-1,0,1,0,0,0,
5,1,5,-1,0,1,0,0,0,
8,1,8,-1,0,1,0,0,0,
11,1,11,-1,0,1,0,0,0,
18,1,18,-1,0,1,0,0,0,
19,1,19,-1,0,1,0,0,0,
22,1,22,-1,0,1,0,0,0,
23,1,23,-1,0,1,0,0,0,
24,1,24,-1,0,1,0,0,0,
25,1,25,-1,0,1,0,0,0,
26,1,26,-1,0,1,0,0,0,
27,1,27,-1,0,1,0,0,0,
32,1,32,-1,0,1,0,0,0,
49,1,49,-1,0,1,0,0,0,
50,1,50,-1,0,1,0,0,0,
51,1,51,-1,0,1,0,0,0,
52,1,52,-1,0,1,0,0,0,
53,1,53,-1,0,1,0,0,0,
54,1,54,-1,0,1,0,0,0,
57,1,57,-1,0,1,0,0,0,
61,1,61,-1,0,1,0,0,0,
127,1,127,-1,0,1,0,0,0,
128,1,128,-1,0,1,0,0,0,
129,1,129,-1,0,1,0,0,0,
130,1,130,-1,0,1,0,0,0,
131,1,131,-1,0,1,0,0,0,
132,1,132,-1,0,1,0,0,0,
133,1,133,-1,0,1,0,0,0,
134,1,134,-1,0,1,0,0,0,
247,1,247,-1,0,1,0,0,0,
248,1,248,-1,0,1,0,0,0,
249,1,249,-1,0,1,0,0,0,
250,1,250,-1,0,1,0,0,0,
251,1,251,-1,0,1,0,0,0,
252,1,252,-1,0,1,0,0,0,
253,1,253,-1,0,1,0,0,0,
254,1,254,-1,0,1,0,0,0,
263,1,263,-1,0,1,0,0,0,
264,1,264,-1,0,1,0,0,0,
265,1,265,-1,0,1,0,0,0,
266,1,266,-1,0,1,0,0,0,
267,1,267,-1,0,1,0,0,0,
268,1,268,-1,0,1,0,0,0,
269,1,269,-1,0,1,0,0,0,
270,1,270,-1,0,1,0,0,0,
2147483648,0,0,0.000477015,2,0,1,0,0,51 133 134 131 132 50
2147483649,0,0,0.000319211,4,0,1,0,0,51 133 134 131 132 50
2147483657,0,0,0.00125914,1,0,1,0,0,51 133 134 131 132 50
2147483663,0,0,0.186883,2,0,1,0,0,54 49 52 127 128 129 130 51 133 134 131 132 50
2147483671,0,0,0.00857271,7,0,1,0,0,51 133 134 131 132 50
2147483674,0,0,0.00252559,1,0,1,0,0,49 52 54 57 53 127 128 129 130 51 133 134 131 132 50
2147483675,0,0,0.0250327,3,0,1,0,0,51 133 134 131 132 50
2147483695,0,0,0.00574449,1,0,1,0,0,51 133 134 131 132 50
2147483696,0,0,0.00185212,1,0,1,0,0,51 133 134 131 132 50
2147483699,0,0,0.0350406,2,0,1,0,0,54 49 52 127 128 129 130 51 133 134 131 132 50
2147483708,0,0,0.000763608,1,0,1,0,0,49 52 54 57 53 127 128 129 130 51 133 134 131 132 50
2147483709,0,0,0.00100224,1,0,1,0,0,53 49 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483710,0,0,5.93892e-10,1,0,1,0,0,51 133 134 131 132 50
2147483712,0,0,9.09937e-10,1,0,1,0,0,53 49 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483714,0,0,0.000834027,2,0,1,0,0,51 133 134 131 132 50
2147483715,0,0,0.000790636,4,0,1,0,0,51 133 134 131 132 50
2147483716,0,0,0.00500992,2,0,1,0,0,51 133 134 131 132 50
2147483720,0,0,0.00116898,1,0,1,0,0,53 49 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483721,0,0,0.00116898,1,0,1,0,0,57 49 52 54 127 128 129 130 51 133 134 131 132 50
2147483723,0,0,inf,1,0,1,0,0,49 52 54 57 53 127 128 129 130 51 133 134 131 132 50
2147483725,0,0,inf,1,0,1,0,0,2 11 19 61 18 247 248 249 250 5 8 253 254 251 252
2147483727,0,0,0.00669643,1,0,1,0,0,49 52 54 57 53 127 128 129 130 51 133 134 131 132 50
2147483728,0,0,inf,1,0,1,0,0,49 52 54 57 53 127 128 129 130 51 133 134 131 132 50
2147483729,0,0,0.110827,3,0,1,0,0,51 133 134 131 132 50
2147483730,0,0,0.0584491,1,0,1,0,0,53 49 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483735,0,0,0.00236243,1,0,1,0,0,24 23 269 270 267 268
2147483739,0,0,0.0018914,2,0,1,0,0,51 133 134 131 132 50
2147483740,0,0,0.00110081,1,0,1,0,0,57 49 52 54 127 128 129 130 51 133 134 131 132 50
2147483752,0,0,0.00167411,1,0,1,0,0,49 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483753,0,0,inf,1,0,1,0,0,22 25 27 32 26 263 264 265 266 24 23 269 270 267 268
2147483755,0,0,0.00104632,1,0,1,0,0,49 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483756,0,0,0.00109592,1,0,1,0,0,49 53 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483759,0,0,0.0017628,2,0,1,0,0,49 53 52 57 127 128 129 130 51 133 134 131 132 50
2147483767,0,0,0.000954511,2,0,1,0,0,51 133 134 131 132 50
2147483771,0,0,0.000219184,1,0,1,0,0,53 49 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483772,0,0,0.000219184,1,0,1,0,0,57 49 52 54 127 128 129 130 51 133 134 131 132 50
2147483774,0,0,inf,1,0,1,0,0,49 52 54 57 53 127 128 129 130 51 133 134 131 132 50
2147483776,0,0,inf,1,0,1,0,0,2 11 19 61 18 247 248 249 250 5 8 253 254 251 252
2147483778,0,0,0.00125558,1,0,1,0,0,49 52 54 57 53 127 128 129 130 51 133 134 131 132 50
2147483779,0,0,inf,1,0,1,0,0,49 52 54 57 53 127 128 129 130 51 133 134 131 132 50
2147483780,0,0,0.0207801,3,0,1,0,0,51 133 134 131 132 50
2147483781,0,0,0.0109592,1,0,1,0,0,53 49 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483786,0,0,0.000480827,1,0,1,0,0,24 23 269 270 267 268
2147483787,0,0,0.000438368,1,0,1,0,0,57 49 52 54 127 128 129 130 51 133 134 131 132 50
2147483794,0,0,0.00343537,4,0,1,0,255,49 53 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483795,0,0,0.110791,6,0,1,0,0,51 133 134 131 132 50
2147483797,0,0,0.0838561,3,0,1,0,0,22 25 27 32 26 263 264 265 266 24 23 269 270 267 268
2147483799,0,0,0.129642,4,0,1,0,0,49 52 54 57 53 127 128 129 130 51 133 134 131 132 50
2147483800,0,0,0.00191206,4,0,1,0,0,22 25 27 32 26 263 264 265 266 24 23 269 270 267 268
2147483801,0,0,0.00599337,3,0,1,0,0,51 133 134 131 132 50
2147483802,0,0,0.0011199,8,0,1,0,0,51 133 134 131 132 50
2147483803,0,0,0.000846936,4,0,1,0,0,51 133 134 131 132 50
2147483804,0,0,0.00124226,4,0,1,0,0,49 57 52 54 127 128 129 130 51 133 134 131 132 50
2147483805,0,0,0.000657552,4,0,1,0,0,49 53 52 54 57 127 128 129 130 51 133 134 131 132 50
2147483806,0,0,0.0282832,7,0,1,0,0,51 133 134 131 132 50
2147483807,0,0,0.015723,3,0,1,0,0,22 25 27 32 26 263 264 265 266 24 23 269 270 267 268
